aluno_id,nome_completo,genero,data_nascimento,curso_id,departamento,ano_matricula,estatuto,email_institucional,nacionalidade,regime
A01864,Luís Fernandes,F,1992-03-29,MEC,DETI,2021,Concluído,a01864@ua.pt,Portugal,Ordinário
A01865,Leonor Monteiro,M,2002-10-31,LPE,DEP,2020,Ativo,a01865@ua.pt,Portugal,Ordinário
A01866,João Pereira,F,2001-10-06,LT,DEGEIT,2022,Ativo,a01866@ua.pt,Portugal,Trabalhador-Estudante
A01867,Marta Almeida,M,2007-07-02,LEI,DETI,2021,Ativo,a01867@ua.pt,Brasil,Trabalhador-Estudante
A01868,Beatriz Neves,M,1991-01-13,LT,DEGEIT,2022,Ativo,a01868@ua.pt,Portugal,Ordinário
A01869,João Cardoso,M,2005-07-02,MDS,DETI,2019,Ativo,a01869@ua.pt,Portugal,Ordinário
A01870,Afonso Moreira,M,1996-05-29,LGT,DEGEIT,2021,Desistência,a01870@ua.pt,Moçambique,Ordinário
A01871,Tomás Vieira,M,2006-12-17,LPE,DEP,2024,Concluído,a01871@ua.pt,Brasil,Ordinário
A01872,Beatriz Correia,F,2001-09-17,MED,DEP,2022,Ativo,a01872@ua.pt,Portugal,Internacional
A01873,Gonçalo Sousa,F,1997-05-30,LQ,DQ,2020,Ativo,a01873@ua.pt,Portugal,Ordinário
A01874,Marta Sousa,F,1994-04-09,LEB,DBIO,2020,Ativo,a01874@ua.pt,Portugal,Ordinário
A01875,Afonso Silva,M,2002-08-25,MFIN,DEGEIT,2020,Ativo,a01875@ua.pt,Moçambique,Ordinário
A01876,Ana Moreira,F,2000-04-03,MMKT,DEGEIT,2024,Desistência,a01876@ua.pt,Portugal,Ordinário
A01877,Gonçalo Oliveira,F,1997-04-22,LQ,DQ,2023,Ativo,a01877@ua.pt,Portugal,Ordinário
A01878,Filipa Pereira,M,1990-01-26,LEI,DETI,2023,Desistência,a01878@ua.pt,Moçambique,Trabalhador-Estudante
A01879,Beatriz Rocha,M,1990-09-03,MFIN,DEGEIT,2021,Ativo,a01879@ua.pt,Portugal,Ordinário
A01880,Beatriz Monteiro,F,2007-07-30,LF,DF,2023,Ativo,a01880@ua.pt,Portugal,Trabalhador-Estudante
A01881,Tiago Oliveira,F,2002-08-08,LEB,DBIO,2025,Concluído,a01881@ua.pt,Portugal,Ordinário
A01882,Pedro Jesus,M,2006-10-31,MEC,DETI,2021,Ativo,a01882@ua.pt,Portugal,Ordinário
A01883,Rita Almeida,M,2004-01-16,LMAT,DMAT,2020,Concluído,a01883@ua.pt,Portugal,Ordinário
A01884,Tiago Vieira,M,1998-09-25,MFIN,DEGEIT,2020,Desistência,a01884@ua.pt,Portugal,Ordinário
A01885,André Cardoso,M,1990-07-28,LEB,DBIO,2020,Desistência,a01885@ua.pt,Portugal,Ordinário
A01886,Miguel Santos,M,2004-02-16,LGT,DEGEIT,2020,Concluído,a01886@ua.pt,Portugal,Ordinário
A01887,João Gonçalves,M,2004-05-26,LEB,DBIO,2024,Ativo,a01887@ua.pt,Portugal,Ordinário
A01888,André Costa,M,1999-11-19,LEI,DETI,2024,Ativo,a01888@ua.pt,Portugal,Trabalhador-Estudante
A01889,Mariana Oliveira,M,2007-02-11,LT,DEGEIT,2024,Ativo,a01889@ua.pt,Portugal,Ordinário
A01890,João Costa,M,2006-04-06,LGT,DEGEIT,2024,Concluído,a01890@ua.pt,Portugal,Trabalhador-Estudante
A01891,Filipa Rocha,M,1990-07-06,LGT,DEGEIT,2024,Desistência,a01891@ua.pt,Portugal,Internacional
A01892,Inês Fernandes,F,2000-03-07,LEB,DBIO,2022,Ativo,a01892@ua.pt,Portugal,Trabalhador-Estudante
A01893,Maria Moreira,M,1999-01-01,LEB,DBIO,2020,Ativo,a01893@ua.pt,Portugal,Ordinário
A01894,Tiago Martins,F,1991-10-06,LPE,DEP,2021,Ativo,a01894@ua.pt,Portugal,Ordinário
A01895,Beatriz Vieira,F,2000-06-28,MEC,DETI,2025,Ativo,a01895@ua.pt,Portugal,Ordinário
A01896,Matilde Costa,M,1996-11-20,LGT,DEGEIT,2022,Ativo,a01896@ua.pt,Brasil,Ordinário
A01897,Tiago Monteiro,M,1996-08-05,LT,DEGEIT,2025,Ativo,a01897@ua.pt,Portugal,Internacional
A01898,André Almeida,M,1994-08-06,LQ,DQ,2022,Concluído,a01898@ua.pt,Portugal,Trabalhador-Estudante
A01899,Rita Ferreira,M,2004-12-19,MED,DEP,2025,Ativo,a01899@ua.pt,Portugal,Ordinário
A01900,Tiago Rodrigues,M,2003-03-19,LGT,DEGEIT,2025,Concluído,a01900@ua.pt,Portugal,Trabalhador-Estudante
A01901,Leonor Neves,F,2002-11-04,MFIN,DEGEIT,2023,Ativo,a01901@ua.pt,Portugal,Ordinário
A01902,Filipa Fernandes,F,1992-07-30,LQ,DQ,2025,Ativo,a01902@ua.pt,Portugal,Ordinário
A01903,Tiago Moreira,F,2001-01-20,MED,DEP,2024,Ativo,a01903@ua.pt,Portugal,Ordinário
A01904,Inês Silva,F,1999-02-01,MTR,DLC,2025,Concluído,a01904@ua.pt,Portugal,Ordinário
A01905,Rodrigo Gonçalves,F,2004-10-11,LT,DEGEIT,2021,Ativo,a01905@ua.pt,Portugal,Ordinário
A01906,Diogo Pereira,M,1990-05-02,MMKT,DEGEIT,2023,Ativo,a01906@ua.pt,Portugal,Ordinário
A01907,Tomás Oliveira,F,2001-09-23,LT,DEGEIT,2021,Ativo,a01907@ua.pt,Portugal,Ordinário
A01908,Luís Martins,F,2002-07-04,MED,DEP,2025,Concluído,a01908@ua.pt,Portugal,Ordinário
A01909,João Fernandes,F,1993-07-21,LMAT,DMAT,2021,Concluído,a01909@ua.pt,Portugal,Internacional
A01910,Carolina Oliveira,M,2006-02-17,LQ,DQ,2022,Ativo,a01910@ua.pt,Portugal,Ordinário
A01911,Catarina Cardoso,F,1996-05-11,LGT,DEGEIT,2023,Ativo,a01911@ua.pt,Portugal,Ordinário
A01912,Marta Rocha,M,1992-01-21,MIEEC,DETI,2023,Concluído,a01912@ua.pt,Portugal,Ordinário
A01913,Maria Neves,F,1990-08-03,LEB,DBIO,2024,Ativo,a01913@ua.pt,Portugal,Ordinário
A01914,Catarina Oliveira,M,2003-09-10,MED,DEP,2025,Ativo,a01914@ua.pt,Brasil,Ordinário
A01915,Inês Fernandes,M,2006-02-12,MFIN,DEGEIT,2021,Concluído,a01915@ua.pt,Portugal,Ordinário
A01916,Rodrigo Costa,M,2005-04-15,MIEEC,DETI,2025,Ativo,a01916@ua.pt,Portugal,Ordinário
A01917,Filipa Gonçalves,F,2005-08-07,MDS,DETI,2022,Concluído,a01917@ua.pt,Portugal,Ordinário
A01918,Tiago Costa,M,2002-10-07,MEC,DETI,2020,Ativo,a01918@ua.pt,Portugal,Ordinário
A01919,Gonçalo Vieira,M,1996-01-08,MEC,DETI,2022,Ativo,a01919@ua.pt,Portugal,Ordinário
A01920,Marta Oliveira,M,2003-09-18,LT,DEGEIT,2022,Ativo,a01920@ua.pt,Portugal,Ordinário
A01921,Tomás Pereira,M,1994-12-26,LF,DF,2021,Ativo,a01921@ua.pt,Portugal,Ordinário
A01922,Matilde Almeida,M,1994-03-09,LGT,DEGEIT,2025,Concluído,a01922@ua.pt,Portugal,Trabalhador-Estudante
A01923,Tomás Martins,F,2002-11-28,MMKT,DEGEIT,2021,Ativo,a01923@ua.pt,Brasil,Ordinário
A01924,Afonso Vieira,F,1995-01-06,MDS,DETI,2025,Ativo,a01924@ua.pt,Portugal,Ordinário
A01925,Miguel Almeida,M,1998-08-31,MTR,DLC,2023,Ativo,a01925@ua.pt,Portugal,Ordinário
A01926,Mariana Pereira,F,1990-03-04,LF,DF,2021,Ativo,a01926@ua.pt,Brasil,Trabalhador-Estudante
A01927,Pedro Cardoso,F,2000-10-17,LGT,DEGEIT,2025,Ativo,a01927@ua.pt,Brasil,Ordinário
A01928,Beatriz Rodrigues,M,2007-10-18,LQ,DQ,2020,Ativo,a01928@ua.pt,Portugal,Ordinário
A01929,Pedro Pereira,M,1992-05-30,LMAT,DMAT,2023,Concluído,a01929@ua.pt,Portugal,Ordinário
A01930,Sofia Moreira,M,2000-09-03,LEB,DBIO,2025,Ativo,a01930@ua.pt,Brasil,Ordinário
A01931,Maria Santos,F,2005-08-20,LF,DF,2020,Ativo,a01931@ua.pt,Portugal,Ordinário
A01932,João Neves,F,2005-08-12,MMKT,DEGEIT,2025,Ativo,a01932@ua.pt,Portugal,Ordinário
A01933,Gonçalo Cardoso,F,1996-02-04,MTR,DLC,2023,Ativo,a01933@ua.pt,Portugal,Ordinário
A01934,Sofia Monteiro,F,1993-01-26,MMKT,DEGEIT,2023,Ativo,a01934@ua.pt,Portugal,Ordinário
A01935,Rita Oliveira,M,2002-02-01,MFIN,DEGEIT,2024,Ativo,a01935@ua.pt,Portugal,Ordinário
A01936,Sofia Gonçalves,M,2002-02-21,MEC,DETI,2023,Ativo,a01936@ua.pt,Portugal,Ordinário
A01937,Mariana Pereira,F,2001-04-05,LMAT,DMAT,2021,Ativo,a01937@ua.pt,Cabo Verde,Ordinário
A01938,Ana Santos,M,1990-07-28,MFIN,DEGEIT,2021,Desistência,a01938@ua.pt,Portugal,Ordinário
A01939,Marta Oliveira,F,2003-02-25,MDS,DETI,2022,Ativo,a01939@ua.pt,Portugal,Ordinário
A01940,Miguel Fernandes,M,1997-02-12,LEM,DEGEIT,2020,Ativo,a01940@ua.pt,Portugal,Ordinário
A01941,Carolina Cardoso,F,2005-04-18,MFIN,DEGEIT,2020,Ativo,a01941@ua.pt,Portugal,Ordinário
A01942,Rodrigo Moreira,F,2001-03-16,MTR,DLC,2022,Ativo,a01942@ua.pt,Portugal,Ordinário
A01943,Gonçalo Costa,F,2006-10-02,MFIN,DEGEIT,2019,Ativo,a01943@ua.pt,Angola,Ordinário
A01944,Pedro Ferreira,F,1993-11-17,LGT,DEGEIT,2020,Ativo,a01944@ua.pt,Portugal,Ordinário
A01945,Matilde Silva,M,2003-12-31,LEI,DETI,2020,Ativo,a01945@ua.pt,Brasil,Ordinário
A01946,Catarina Moreira,M,2000-12-24,MFIN,DEGEIT,2021,Ativo,a01946@ua.pt,Portugal,Ordinário
A01947,Rita Costa,M,2001-08-20,MTR,DLC,2020,Ativo,a01947@ua.pt,Brasil,Ordinário
A01948,Luís Almeida,M,2006-10-02,MEC,DETI,2023,Ativo,a01948@ua.pt,Portugal,Ordinário
A01949,Filipa Moreira,M,1993-03-12,MIEEC,DETI,2020,Ativo,a01949@ua.pt,Portugal,Ordinário
A01950,Rita Moreira,F,1998-10-21,LQ,DQ,2020,Ativo,a01950@ua.pt,Cabo Verde,Ordinário
A01951,Afonso Rodrigues,F,2000-04-03,LPE,DEP,2022,Ativo,a01951@ua.pt,Angola,Ordinário
A01952,Tomás Correia,F,1997-04-23,LPE,DEP,2021,Ativo,a01952@ua.pt,Angola,Ordinário
A01953,Filipa Correia,F,1992-04-05,MFIN,DEGEIT,2024,Concluído,a01953@ua.pt,Portugal,Ordinário
A01954,Afonso Martins,F,1993-09-26,LT,DEGEIT,2023,Ativo,a01954@ua.pt,Portugal,Ordinário
A01955,Tiago Almeida,M,2002-06-21,LEB,DBIO,2023,Ativo,a01955@ua.pt,Portugal,Ordinário
A01956,Ana Correia,F,1993-08-16,MTR,DLC,2024,Ativo,a01956@ua.pt,Portugal,Ordinário
A01957,Tomás Moreira,F,1994-01-18,MTR,DLC,2024,Ativo,a01957@ua.pt,Portugal,Ordinário
A01958,Filipa Neves,F,1993-08-20,MED,DEP,2020,Ativo,a01958@ua.pt,Portugal,Ordinário
A01959,Miguel Oliveira,F,1994-10-22,MTR,DLC,2025,Ativo,a01959@ua.pt,Portugal,Ordinário
A01960,Tiago Oliveira,F,1993-05-07,LQ,DQ,2019,Concluído,a01960@ua.pt,Portugal,Ordinário
A01961,Luís Rocha,F,1993-11-20,MIEEC,DETI,2020,Concluído,a01961@ua.pt,Portugal,Ordinário
A01962,Matilde Gonçalves,M,1997-11-01,MED,DEP,2022,Ativo,a01962@ua.pt,Portugal,Ordinário
A01963,Luís Sousa,M,1991-05-14,LQ,DQ,2020,Ativo,a01963@ua.pt,Portugal,Ordinário
A01964,Rita Rodrigues,M,1992-06-15,LGT,DEGEIT,2024,Ativo,a01964@ua.pt,Brasil,Ordinário
A01965,Rita Correia,F,2007-06-22,LGT,DEGEIT,2021,Ativo,a01965@ua.pt,Portugal,Ordinário
A01966,Matilde Cardoso,M,1994-06-17,LGT,DEGEIT,2025,Ativo,a01966@ua.pt,Portugal,Ordinário
A01967,Maria Rodrigues,F,2002-12-07,LEB,DBIO,2024,Desistência,a01967@ua.pt,Portugal,Ordinário
A01968,Matilde Oliveira,F,1998-12-03,LEM,DEGEIT,2020,Ativo,a01968@ua.pt,Portugal,Ordinário
A01969,Mariana Ferreira,M,2000-06-19,MED,DEP,2021,Ativo,a01969@ua.pt,Portugal,Ordinário
A01970,Matilde Santos,F,1994-01-20,LEM,DEGEIT,2020,Ativo,a01970@ua.pt,Portugal,Ordinário
A01971,Tomás Rodrigues,F,1994-06-10,MED,DEP,2022,Ativo,a01971@ua.pt,Portugal,Ordinário
A01972,Tiago Oliveira,F,2000-03-19,LEI,DETI,2023,Concluído,a01972@ua.pt,Portugal,Ordinário
A01973,Filipa Vieira,F,1996-05-19,LEM,DEGEIT,2019,Concluído,a01973@ua.pt,Portugal,Ordinário
A01974,Inês Neves,F,2002-12-06,MEC,DETI,2023,Desistência,a01974@ua.pt,Portugal,Ordinário
A01975,Maria Silva,M,1997-11-06,LEB,DBIO,2023,Concluído,a01975@ua.pt,Portugal,Ordinário
A01976,Tiago Martins,F,2007-06-24,MDS,DETI,2025,Concluído,a01976@ua.pt,Cabo Verde,Ordinário
A01977,Catarina Gonçalves,F,1999-07-05,LF,DF,2023,Ativo,a01977@ua.pt,Portugal,Ordinário
A01978,Matilde Oliveira,F,1990-08-10,LT,DEGEIT,2022,Desistência,a01978@ua.pt,Portugal,Internacional
A01979,Leonor Martins,M,1992-10-05,MIEEC,DETI,2023,Ativo,a01979@ua.pt,Portugal,Ordinário
A01980,Tomás Silva,F,1999-12-09,LPE,DEP,2020,Ativo,a01980@ua.pt,Portugal,Ordinário
A01981,Rita Silva,F,1997-09-05,LMAT,DMAT,2023,Ativo,a01981@ua.pt,Portugal,Ordinário
A01982,Mariana Gonçalves,F,1995-08-08,LMAT,DMAT,2020,Ativo,a01982@ua.pt,Angola,Ordinário
A01983,Carolina Neves,M,1998-04-08,MTR,DLC,2024,Concluído,a01983@ua.pt,Portugal,Ordinário
A01984,Marta Jesus,M,1996-05-24,MDS,DETI,2024,Concluído,a01984@ua.pt,Portugal,Ordinário
A01985,Catarina Santos,M,1999-09-27,LF,DF,2019,Ativo,a01985@ua.pt,Portugal,Ordinário
A01986,Matilde Monteiro,F,1994-08-25,LEM,DEGEIT,2019,Concluído,a01986@ua.pt,Portugal,Ordinário
A01987,Sofia Cardoso,M,2007-02-15,MMKT,DEGEIT,2020,Ativo,a01987@ua.pt,Portugal,Ordinário
A01988,Ana Pereira,M,2000-01-17,LEM,DEGEIT,2020,Ativo,a01988@ua.pt,Cabo Verde,Ordinário
A01989,Diogo Pereira,F,1994-05-21,MED,DEP,2025,Ativo,a01989@ua.pt,Portugal,Ordinário
A01990,Carolina Gonçalves,M,1991-10-15,LQ,DQ,2020,Concluído,a01990@ua.pt,Cabo Verde,Internacional
A01991,Afonso Rodrigues,M,1994-06-23,MTR,DLC,2024,Ativo,a01991@ua.pt,Portugal,Ordinário
A01992,Diogo Monteiro,M,2001-12-04,LPE,DEP,2025,Ativo,a01992@ua.pt,Portugal,Ordinário
A01993,Miguel Rodrigues,F,1994-08-03,MTR,DLC,2021,Ativo,a01993@ua.pt,Moçambique,Ordinário
A01994,Sofia Vieira,M,1993-07-06,LEB,DBIO,2024,Concluído,a01994@ua.pt,Portugal,Ordinário
A01995,Afonso Almeida,F,2001-10-07,MDS,DETI,2022,Concluído,a01995@ua.pt,Portugal,Ordinário
A01996,Miguel Correia,M,1999-04-22,LF,DF,2024,Ativo,a01996@ua.pt,Portugal,Ordinário
A01997,Tiago Jesus,F,2000-01-10,LEM,DEGEIT,2025,Ativo,a01997@ua.pt,Portugal,Ordinário
A01998,Tomás Jesus,F,2002-03-14,LF,DF,2020,Concluído,a01998@ua.pt,Portugal,Ordinário
A01999,Mariana Neves,M,2007-08-06,LGT,DEGEIT,2021,Ativo,a01999@ua.pt,Portugal,Ordinário
A02000,Rodrigo Martins,M,1998-11-10,LMAT,DMAT,2025,Desistência,a02000@ua.pt,Portugal,Ordinário
A02001,Matilde Sousa,F,1999-04-20,MED,DEP,2023,Ativo,a02001@ua.pt,Portugal,Trabalhador-Estudante
A02002,João Almeida,F,1994-11-07,LEM,DEGEIT,2025,Ativo,a02002@ua.pt,Portugal,Ordinário
A02003,Pedro Cardoso,F,2007-02-04,LQ,DQ,2023,Ativo,a02003@ua.pt,Portugal,Ordinário
A02004,Luís Costa,M,1990-05-01,LEM,DEGEIT,2020,Ativo,a02004@ua.pt,Brasil,Ordinário
A02005,Diogo Rocha,F,1994-10-22,LT,DEGEIT,2024,Ativo,a02005@ua.pt,Brasil,Ordinário
A02006,Filipa Jesus,F,1993-07-21,MFIN,DEGEIT,2019,Ativo,a02006@ua.pt,Portugal,Trabalhador-Estudante
A02007,Tomás Moreira,F,1998-04-14,LGT,DEGEIT,2025,Ativo,a02007@ua.pt,Angola,Trabalhador-Estudante
A02008,Tomás Sousa,M,1990-07-03,LGT,DEGEIT,2025,Ativo,a02008@ua.pt,Angola,Ordinário
A02009,Rita Pereira,M,1995-11-01,LGT,DEGEIT,2023,Ativo,a02009@ua.pt,Portugal,Trabalhador-Estudante
A02010,Beatriz Moreira,F,2002-10-23,MDS,DETI,2024,Desistência,a02010@ua.pt,Espanha,Ordinário
A02011,Leonor Fernandes,F,1995-10-27,MIEEC,DETI,2025,Ativo,a02011@ua.pt,Portugal,Ordinário
A02012,André Ferreira,F,1998-07-13,LPE,DEP,2020,Ativo,a02012@ua.pt,Portugal,Ordinário
A02013,Mariana Monteiro,M,2005-02-15,LPE,DEP,2022,Concluído,a02013@ua.pt,Portugal,Ordinário
A02014,João Jesus,M,2002-12-23,MED,DEP,2025,Ativo,a02014@ua.pt,Portugal,Ordinário
A02015,Sofia Pereira,M,2007-09-24,LEM,DEGEIT,2020,Concluído,a02015@ua.pt,Portugal,Ordinário
A02016,Afonso Rocha,F,2000-12-07,LQ,DQ,2022,Ativo,a02016@ua.pt,Portugal,Ordinário
A02017,Filipa Vieira,M,1992-05-26,MMKT,DEGEIT,2024,Ativo,a02017@ua.pt,Portugal,Ordinário
A02018,Marta Jesus,M,2003-09-05,MFIN,DEGEIT,2023,Ativo,a02018@ua.pt,Espanha,Ordinário
A02019,Diogo Silva,M,2001-06-23,LF,DF,2023,Ativo,a02019@ua.pt,Portugal,Ordinário
A02020,Marta Monteiro,F,1993-08-02,MMKT,DEGEIT,2023,Ativo,a02020@ua.pt,Portugal,Ordinário
A02021,Afonso Cardoso,F,1995-12-19,LEI,DETI,2025,Ativo,a02021@ua.pt,Portugal,Ordinário
A02022,Gonçalo Moreira,F,1995-10-19,MFIN,DEGEIT,2024,Ativo,a02022@ua.pt,Portugal,Ordinário
A02023,Tiago Correia,F,1992-01-01,LEI,DETI,2023,Ativo,a02023@ua.pt,Brasil,Internacional
A02024,Pedro Monteiro,M,2004-10-30,LQ,DQ,2021,Desistência,a02024@ua.pt,Portugal,Ordinário
A02025,João Jesus,F,1997-08-31,MFIN,DEGEIT,2021,Desistência,a02025@ua.pt,Portugal,Ordinário
A02026,Beatriz Jesus,M,2007-06-28,MMKT,DEGEIT,2019,Concluído,a02026@ua.pt,Portugal,Ordinário
A02027,Rodrigo Santos,F,2003-10-28,LF,DF,2020,Ativo,a02027@ua.pt,Brasil,Ordinário
A02028,Maria Almeida,F,2007-09-01,LF,DF,2024,Ativo,a02028@ua.pt,Portugal,Ordinário
A02029,Tomás Rocha,F,2005-09-14,LGT,DEGEIT,2022,Ativo,a02029@ua.pt,Portugal,Ordinário
A02030,Maria Moreira,M,2000-05-10,LEI,DETI,2021,Ativo,a02030@ua.pt,Portugal,Ordinário
A02031,Rodrigo Vieira,F,1997-04-28,LEM,DEGEIT,2021,Concluído,a02031@ua.pt,Espanha,Ordinário
A02032,Gonçalo Vieira,M,2005-08-15,LQ,DQ,2024,Ativo,a02032@ua.pt,Portugal,Ordinário
A02033,Filipa Santos,M,1997-08-19,LGT,DEGEIT,2022,Desistência,a02033@ua.pt,Portugal,Ordinário
A02034,Marta Vieira,F,2005-06-02,LPE,DEP,2025,Desistência,a02034@ua.pt,Brasil,Ordinário
A02035,Matilde Santos,F,2000-08-22,LEM,DEGEIT,2020,Ativo,a02035@ua.pt,Portugal,Ordinário
A02036,Afonso Oliveira,F,1999-06-13,MMKT,DEGEIT,2023,Ativo,a02036@ua.pt,Portugal,Ordinário
A02037,Ana Santos,M,2003-06-13,MEC,DETI,2020,Ativo,a02037@ua.pt,Portugal,Ordinário
A02038,Luís Costa,F,1996-09-13,LMAT,DMAT,2025,Desistência,a02038@ua.pt,Portugal,Trabalhador-Estudante
A02039,Sofia Santos,M,2007-08-14,MMKT,DEGEIT,2024,Ativo,a02039@ua.pt,Portugal,Ordinário
A02040,Beatriz Almeida,F,2007-09-24,LPE,DEP,2023,Ativo,a02040@ua.pt,Portugal,Ordinário
A02041,Marta Rodrigues,M,2007-07-21,LEI,DETI,2023,Concluído,a02041@ua.pt,Portugal,Ordinário
A02042,Beatriz Jesus,M,1992-12-07,LEI,DETI,2022,Concluído,a02042@ua.pt,Portugal,Ordinário
A02043,Carolina Santos,F,2007-04-13,LT,DEGEIT,2024,Ativo,a02043@ua.pt,Portugal,Ordinário
A02044,Filipa Monteiro,F,1991-03-16,MDS,DETI,2019,Ativo,a02044@ua.pt,Portugal,Ordinário
A02045,Diogo Monteiro,F,1996-08-06,LPE,DEP,2021,Desistência,a02045@ua.pt,Cabo Verde,Ordinário
A02046,Mariana Ferreira,M,1998-12-31,MTR,DLC,2021,Concluído,a02046@ua.pt,Portugal,Ordinário
A02047,Gonçalo Jesus,M,2005-11-27,LPE,DEP,2020,Ativo,a02047@ua.pt,Portugal,Ordinário
A02048,Leonor Correia,F,1990-02-20,MMKT,DEGEIT,2025,Ativo,a02048@ua.pt,Portugal,Ordinário
A02049,Mariana Gonçalves,F,1994-05-24,MTR,DLC,2020,Ativo,a02049@ua.pt,Portugal,Ordinário
A02050,Sofia Jesus,M,2000-01-03,LEI,DETI,2021,Desistência,a02050@ua.pt,Brasil,Ordinário
A02051,João Rodrigues,F,1993-04-21,MFIN,DEGEIT,2020,Concluído,a02051@ua.pt,Portugal,Ordinário
A02052,Tomás Vieira,M,1995-02-11,MTR,DLC,2024,Ativo,a02052@ua.pt,Brasil,Ordinário
A02053,Luís Cardoso,M,2004-04-03,MED,DEP,2021,Ativo,a02053@ua.pt,Portugal,Ordinário
A02054,Luís Santos,M,1995-09-06,LQ,DQ,2023,Concluído,a02054@ua.pt,Portugal,Trabalhador-Estudante
A02055,Diogo Fernandes,M,2004-08-22,LF,DF,2023,Ativo,a02055@ua.pt,Portugal,Ordinário
A02056,Afonso Moreira,F,1993-02-20,LGT,DEGEIT,2021,Ativo,a02056@ua.pt,Portugal,Ordinário
A02057,André Rodrigues,F,2000-02-10,MTR,DLC,2024,Concluído,a02057@ua.pt,Portugal,Ordinário
A02058,Catarina Rocha,M,1993-10-22,LPE,DEP,2020,Ativo,a02058@ua.pt,Portugal,Ordinário
A02059,João Ferreira,M,1997-12-06,LGT,DEGEIT,2019,Ativo,a02059@ua.pt,Portugal,Ordinário
A02060,Pedro Santos,F,1995-09-20,LQ,DQ,2023,Ativo,a02060@ua.pt,Portugal,Internacional
A02061,Luís Neves,M,2006-02-17,LQ,DQ,2025,Concluído,a02061@ua.pt,Brasil,Ordinário
A02062,Afonso Pereira,M,1990-04-07,LQ,DQ,2020,Concluído,a02062@ua.pt,Portugal,Ordinário
A02063,Maria Monteiro,M,2000-08-20,MMKT,DEGEIT,2025,Ativo,a02063@ua.pt,Portugal,Ordinário
A02064,Sofia Santos,M,2005-01-10,LF,DF,2023,Ativo,a02064@ua.pt,Brasil,Ordinário
A02065,Catarina Pereira,F,2000-08-28,MDS,DETI,2022,Ativo,a02065@ua.pt,Portugal,Ordinário
A02066,Diogo Cardoso,F,2004-06-08,MEC,DETI,2021,Ativo,a02066@ua.pt,Portugal,Ordinário
A02067,Inês Neves,M,2003-02-25,MMKT,DEGEIT,2025,Ativo,a02067@ua.pt,Portugal,Internacional
A02068,Tiago Jesus,M,2002-12-25,MEC,DETI,2021,Concluído,a02068@ua.pt,Brasil,Ordinário
A02069,Matilde Neves,M,1995-03-21,LF,DF,2020,Concluído,a02069@ua.pt,Portugal,Internacional
A02070,Catarina Martins,F,1996-01-03,LF,DF,2021,Concluído,a02070@ua.pt,Portugal,Ordinário
A02071,Tiago Rocha,F,2002-09-28,LQ,DQ,2020,Ativo,a02071@ua.pt,Portugal,Ordinário
A02072,João Correia,F,1993-11-13,LPE,DEP,2025,Concluído,a02072@ua.pt,Portugal,Ordinário
A02073,Marta Costa,F,1991-01-02,LT,DEGEIT,2020,Ativo,a02073@ua.pt,Brasil,Ordinário
A02074,Ana Cardoso,M,1999-09-26,MMKT,DEGEIT,2023,Ativo,a02074@ua.pt,Brasil,Ordinário
A02075,Carolina Rodrigues,M,1992-09-23,MTR,DLC,2019,Ativo,a02075@ua.pt,Portugal,Ordinário
A02076,Carolina Fernandes,F,2006-04-02,LMAT,DMAT,2022,Concluído,a02076@ua.pt,Portugal,Ordinário
A02077,Catarina Oliveira,F,2007-08-20,LGT,DEGEIT,2025,Ativo,a02077@ua.pt,Portugal,Ordinário
A02078,Ana Moreira,F,1990-10-13,MEC,DETI,2019,Ativo,a02078@ua.pt,Brasil,Ordinário
A02079,Matilde Correia,F,1998-04-20,LPE,DEP,2022,Desistência,a02079@ua.pt,Portugal,Ordinário
A02080,Filipa Vieira,F,2005-06-15,MEC,DETI,2020,Ativo,a02080@ua.pt,Portugal,Ordinário
A02081,Afonso Ferreira,M,1998-04-27,LEI,DETI,2023,Concluído,a02081@ua.pt,Portugal,Trabalhador-Estudante
A02082,Tiago Vieira,M,1990-01-13,LQ,DQ,2024,Ativo,a02082@ua.pt,Portugal,Trabalhador-Estudante
A02083,Beatriz Rocha,M,1990-12-10,LF,DF,2025,Ativo,a02083@ua.pt,Portugal,Ordinário
A02084,Matilde Correia,M,2002-06-05,LEB,DBIO,2021,Ativo,a02084@ua.pt,Portugal,Ordinário
A02085,Catarina Monteiro,M,2007-08-09,MMKT,DEGEIT,2019,Ativo,a02085@ua.pt,Portugal,Ordinário
A02086,Maria Gonçalves,M,2001-11-13,LEM,DEGEIT,2025,Concluído,a02086@ua.pt,Portugal,Ordinário
A02087,Tomás Moreira,F,1998-02-21,MFIN,DEGEIT,2024,Concluído,a02087@ua.pt,Brasil,Ordinário
A02088,Afonso Gonçalves,F,1990-07-02,LQ,DQ,2020,Ativo,a02088@ua.pt,Portugal,Internacional
A02089,Catarina Silva,M,1990-05-01,LPE,DEP,2023,Desistência,a02089@ua.pt,Portugal,Internacional
A02090,Gonçalo Fernandes,F,1991-08-20,MDS,DETI,2024,Ativo,a02090@ua.pt,Cabo Verde,Ordinário
A02091,Inês Almeida,M,1996-07-10,MTR,DLC,2020,Ativo,a02091@ua.pt,Portugal,Ordinário
A02092,Mariana Correia,F,2002-02-25,LGT,DEGEIT,2021,Ativo,a02092@ua.pt,Portugal,Ordinário
A02093,Leonor Fernandes,F,1993-08-25,LF,DF,2021,Ativo,a02093@ua.pt,Portugal,Ordinário
